gene_cluster_id,type,genome_occurences,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GC.function,COG20_FUNCTION,KOfam,Pfam
GC_00010277,accessory,10,1.8304247166307634,3.599342393831261,1.0993465122319852,3.2740745104321793,0.0010600865458073017,0.022053053615336556,Domain of unknown function (DUF6883),,,Domain of unknown function (DUF6883)
GC_00009773,accessory,11,1.7929349640934322,3.592626304847954,1.0726768885448423,3.3492157267614773,8.104066989548611e-4,0.018887816874781777,Peptide methionine sulfoxide reductase MsrB (MsrB) (PDB:1L1D),Peptide methionine sulfoxide reductase MsrB (MsrB) (PDB:1L1D),peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12],SelR domain
GC_00012112,accessory,6,1.1049722999030493,3.57887931739117,1.2110445086471309,2.9552004834150725,0.0031246592997223026,0.03886235281948197,GC_00012112,,,
GC_00046251,accessory,1,1.0630402095261167,3.5751703818644263,1.2218686217425496,2.9259859188181383,0.003433664785816714,0.041012377926333554,GC_00046251,,,
GC_00010584,accessory,6,1.8787897643941072,3.531469665719646,1.0891396306149446,3.2424397813214503,0.0011851099030706531,0.02334034626336272,GC_00010584,,,
GC_00046799,accessory,1,1.726792838814013,3.5064113483941295,1.2129426958492449,2.8908301772155087,0.003842256842741543,0.04395628292385332,GC_00046799,,,
GC_00066630,accessory,1,0.9750998657267479,3.499540017080554,1.2258381139702546,2.854814169341019,0.0043062017300356656,0.047347957004124905,GC_00066630,,,
GC_00007725,accessory,15,1.2753074350268976,3.498883947204603,1.1955018173454122,2.926707342841021,0.003425710717165575,0.040977545549154094,"Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)","Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)",L-serine kinase (ADP) [EC:2.7.1.226],ParB/Sulfiredoxin domain
GC_00008933,accessory,10,1.7701927651263851,3.4910286243188082,1.0975935089059532,3.1806206906221193,0.001469599098483924,0.0259913081603449,GC_00008933,,,
GC_00025097,accessory,2,1.665299644001154,3.4411646438561965,1.146518364984202,3.001403857934376,0.002687378862561656,0.03629843525753461,GC_00025097,,,
GC_00065294,accessory,1,1.1468615747017536,3.4229926815052654,1.1719749105139177,2.920704744442237,0.0034924063306105693,0.04137295865262314,GC_00065294,,,
GC_00010056,accessory,10,1.622620677692097,3.422893079270015,1.0764030883811355,3.179936137509509,0.0014730751244060732,0.0259913081603449,Protein of unknown function (DUF2852),,,Protein of unknown function (DUF2852)
GC_00011806,accessory,8,1.5438878154032845,3.417819568620773,1.1530585900454076,2.964133477802007,0.0030353659454692497,0.0383392728119256,GC_00011806,,,
GC_00033575,accessory,2,1.8028018826607841,3.4107795107730503,1.1257467491310404,3.0297929027161907,0.002447214814168043,0.034983559399723835,"DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)","DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)","RNA polymerase sigma-19 factor, ECF subfamily","Sigma-70, region 4"
GC_00068779,accessory,1,1.7694468046073282,3.4041273660663767,1.070999563074539,3.178458221116433,0.001480605543192808,0.026011329348445574,GC_00068779,,,
GC_00027490,accessory,2,1.6664670366149976,3.3711489165830035,1.186865090721569,2.8403808848514305,0.004505969742049068,0.04803611780055979,Uncharacterized conserved protein,Uncharacterized conserved protein,,
GC_00007281,accessory,14,1.5382427190343786,3.371098293125,1.096228916004426,3.075177313705698,0.002103774410625474,0.03180687928629666,"DNA-binding transcriptional regulator, HxlR family (HxlR) (PDB:1YYV)|Alkyl sulfatase BDS1 and related hydrolases, metallo-beta-lactamase superfamily (BDS1) (PDB:2CFU)","DNA-binding transcriptional regulator, HxlR family (HxlR) (PDB:1YYV)|Alkyl sulfatase BDS1 and related hydrolases, metallo-beta-lactamase superfamily (BDS1) (PDB:2CFU)",,HxlR-like helix-turn-helix
GC_00051387,accessory,1,1.2122563032271894,3.365703076177604,1.1590325408169042,2.903890061451945,0.0036855755269998777,0.04276529434610129,GC_00051387,,,
GC_00008263,accessory,14,1.8921732716184307,3.3640568341944888,1.106575409488385,3.040061079750389,0.0023653017427598686,0.0341729385001932,GC_00008263,,,
GC_00009161,accessory,9,0.942828819863021,3.354472265588692,1.1842024100571882,2.8326848831752467,0.004615886446273573,0.04876054591427175,Cytochrome P450 (CypX) (PDB:3A4Z),Cytochrome P450 (CypX) (PDB:3A4Z),,Cytochrome P450
GC_00009922,accessory,8,1.5513260615211135,3.3482931203526274,1.0946893740041683,3.058669609722436,0.002223221891956171,0.03283310201371662,"Transposase|CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)","Transposase|CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",putative transposase,Transposase
GC_00009343,accessory,12,2.3524881510113196,3.344464786167701,1.0252903138870815,3.2619685769664235,0.0011064140733311615,0.022519484215729243,"Radical SAM superfamily maturase, SkfB/NifB/PqqE family (SkfB) (PDB:6Q2P) (PUBMED:23282011)","Radical SAM superfamily maturase, SkfB/NifB/PqqE family (SkfB) (PDB:6Q2P) (PUBMED:23282011)",,Radical SAM superfamily
GC_00028529,accessory,2,1.719550016520655,3.3437424300442258,1.1077314746063067,3.018549627501203,0.0025398779851057334,0.035497195070189065,GC_00028529,,,
GC_00032622,accessory,2,1.961969130076364,3.3180972209202446,1.1646343987617243,2.8490462109380843,0.004385051082290635,0.0473678691943586,GC_00032622,,,
GC_00004447,accessory,30,0.968877291992103,3.288771389933675,1.1541240565639026,2.8495822188518596,0.004377668954537886,0.0473678691943586,"Phosphoaspartate phosphatase CheC, specific for CheY-P (CheC) (PDB:2F9Z)","Phosphoaspartate phosphatase CheC, specific for CheY-P (CheC) (PDB:2F9Z)",chemotaxis protein CheC,Chemotaxis phosphatase CheX
GC_00010544,accessory,9,1.3517444547940742,3.2884589565294844,1.148952606974481,2.8621362940190647,0.004207959107169381,0.04656808078600781,Domain of unknown function DUF29,,,Domain of unknown function DUF29
GC_00005882,accessory,20,1.0982184719113774,3.2854865614321116,1.1516722661314627,2.8527964578571137,0.0043336369254874324,0.047347957004124905,Sugar phosphate permease (UhpC) (PDB:1PW4),Sugar phosphate permease (UhpC) (PDB:1PW4),,Sugar (and other) transporter
GC_00010141,accessory,10,1.5401872875660294,3.2811190592409893,1.1017925272375322,2.9779826765276494,0.0029015238376235855,0.03754652475646729,"PAS domain (PAS) (PDB:2MWG)|GAF domain (GAF)|Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)","PAS domain (PAS) (PDB:2MWG)|GAF domain (GAF)|Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)",,PAS fold
GC_00002708,accessory,61,2.3458011280181297,3.2771270491779676,1.0101785800070802,3.2441066500885407,0.0011781962281065088,0.02334034626336272,Ureidoglycine aminohydrolase (AllE) (PDB:1RC6) (PUBMED:19935661),Ureidoglycine aminohydrolase (AllE) (PDB:1RC6) (PUBMED:19935661),(S)-ureidoglycine aminohydrolase [EC:3.5.3.26],Cupin domain
GC_00038179,accessory,1,1.708816468422907,3.268420665287278,1.1357591399895348,2.8777410193832065,0.004005338119705187,0.04506143881837067,GC_00038179,,,
GC_00022579,accessory,3,1.865364779722022,3.255058388254805,1.13346155993688,2.871785425556092,0.004081600043910356,0.04560403125984455,"Uncharacterized conserved protein, DUF497 family (PDB:3U97)","Uncharacterized conserved protein, DUF497 family (PDB:3U97)",uncharacterized protein,"Ribonuclease toxin, BrnT, of type II toxin-antitoxin system"
GC_00012933,accessory,7,1.3256415056511355,3.242370545922094,1.0948979593502133,2.961344952954645,0.0030629866966500998,0.03856708017113299,"ABC-type nitrate/sulfonate/bicarbonate transport system, permease component (TauC)","ABC-type nitrate/sulfonate/bicarbonate transport system, permease component (TauC)",NitT/TauT family transport system permease protein,Binding-protein-dependent transport system inner membrane component
GC_00013490,accessory,6,2.153813135773198,3.201007950969207,1.031914824273393,3.1020079135147105,0.001922128200116722,0.029894055028201562,Hpt domain,,,Hpt domain
GC_00006336,accessory,19,1.9507115905867873,3.1806656427123796,1.10301197021229,2.883618427187346,0.003931347937464476,0.04466143033985481,"Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit (AcoB) (PDB:2OZL)","Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit (AcoB) (PDB:2OZL)",2-oxoisovalerate dehydrogenase E1 component subunit beta [EC:1.2.4.4],"Transketolase, pyrimidine binding domain"
GC_00014267,accessory,6,1.7115274695368459,3.161345373895688,1.0672858551953965,2.962041854585354,0.0030560623814158312,0.03853955257431996,GC_00014267,,,
GC_00009535,accessory,10,2.210289848335818,3.1606631197427295,1.0416064163924703,3.034412106147984,0.0024100496942429717,0.03463488376850236,GC_00009535,,,
GC_00005511,accessory,18,2.3018399008467236,3.1584534304744385,1.033998453144205,3.0546016977783133,0.002253595945766021,0.03302837733848795,"Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)","Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)",,HWE histidine kinase
GC_00020873,accessory,3,1.2745639777447408,3.115303362314687,1.0983162313154806,2.8364356944660747,0.004562016421565553,0.048389844577248,Protein of unknown function (DUF1488),,,Protein of unknown function (DUF1488)
GC_00003147,accessory,56,2.46562792407692,3.106935203498503,1.0437532272142818,2.9766951828170507,0.0029137354628693914,0.03754652475646729,"Uncharacterized membrane protein, DUF2243 domain","Uncharacterized membrane protein, DUF2243 domain",,Predicted membrane protein (DUF2243)
GC_00011294,accessory,7,2.4765462167695227,3.1059624473546315,1.0676333640902846,2.9092032450682903,0.0036235120818980176,0.042444813231114306,GC_00011294,,,
GC_00011472,accessory,8,2.0329086220656607,3.0932878864462308,1.0235812537212212,3.0220247539710288,0.0025109001413785225,0.03536818334410558,"Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family (PDB:3CGX)","Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family (PDB:3CGX)",uncharacterized protein,Uncharacterized protein conserved in bacteria (DUF2064)
GC_00003340,accessory,52,1.972503571046392,3.0880523744921318,1.0155350222388253,3.0408132726769797,0.002359401033407947,0.03414834164722463,Glutamate synthase domain 1 (GltB1) (PDB:1EA0),Glutamate synthase domain 1 (GltB1) (PDB:1EA0),methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21],Glutamine amidotransferase domain
GC_00008812,accessory,13,2.005394010484073,3.0513462727710388,1.0182375641090837,2.996693876090539,0.0027292462974956347,0.03651264701287746,GC_00008812,,,
GC_00003318,accessory,52,1.8887070634659304,3.041350548078642,1.0324015845689392,2.9458987602663393,0.003220177789430065,0.03938785885597616,Glutamine synthetase (GlnA) (PDB:1F1H),Glutamine synthetase (GlnA) (PDB:1F1H),glutamate---methylamine ligase [EC:6.3.4.12],"Glutamine synthetase, catalytic domain"
GC_00005845,accessory,19,4.741318148275386,3.028786710277765,0.9124297862201274,3.319473734877675,9.018728825729515e-4,0.020320869880466448,"Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family (CDA1) (PDB:1NY1)","Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family (CDA1) (PDB:1NY1)",,Polysaccharide deacetylase
GC_00012311,accessory,7,2.00289242744363,3.024996726446794,1.0547764124510617,2.8679032738487074,0.004132018370822632,0.04591507845392252,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9),cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9),,Crp-like helix-turn-helix domain
GC_00017399,accessory,4,2.140085357384322,2.98922056100323,1.0281868635725298,2.9072736356666806,0.0036459411381006925,0.04260590713408031,Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7),Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7),L-malate glycosyltransferase [EC:2.4.1.-],Glycosyl transferases group 1
GC_00008276,accessory,13,2.8749383696213915,2.9557636143706474,0.9353667227526898,3.1600051001089002,0.0015776637721312777,0.026755583144550375,"Uncharacterized conserved protein, DUF305 family (PDB:5FEJ)","Uncharacterized conserved protein, DUF305 family (PDB:5FEJ)",,Domain of unknown function (DUF305)
GC_00012885,accessory,6,2.0230869803134355,2.9484457200234964,1.0365721991473054,2.8444190597132715,0.004449248841559821,0.047681409851446095,"ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)","ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)",branched-chain amino acid transport system substrate-binding protein,Periplasmic binding protein
GC_00016334,accessory,3,2.6793861459780386,2.940336251745722,1.0063404643942846,2.9218106155708523,0.003480030759350708,0.04136091210510605,GC_00016334,,,
GC_00010323,accessory,8,2.802095578942427,2.9351713096173095,0.973909017025852,3.013804429679489,0.002579940564286779,0.03576218168442803,"Heme-binding protein HbpS, GlcG/HbpS family (GlcG) (PDB:2A2L) (PUBMED:19244623;25342754)","Heme-binding protein HbpS, GlcG/HbpS family (GlcG) (PDB:2A2L) (PUBMED:19244623;25342754)",glc operon protein GlcG,Haem degrading protein HbpS-like
GC_00048553,accessory,1,12.036772466920091,2.9115670274025764,0.9082122295063257,3.2058223098198186,0.0013467712519971006,0.02489690309941913,Retron-type reverse transcriptase (YkfC),Retron-type reverse transcriptase (YkfC),RNA-directed DNA polymerase [EC:2.7.7.49],Reverse transcriptase (RNA-dependent DNA polymerase)
GC_00005140,accessory,17,2.402273570650108,2.8325140719119,0.9516835693855845,2.9763191916201692,0.002917310504805425,0.03754652475646729,Transposase InsO and inactivated derivatives (Tra5),Transposase InsO and inactivated derivatives (Tra5),,
GC_00004303,accessory,27,2.3873920943526907,2.8279677710830535,0.956699281467814,2.955963097144015,0.003116943820300819,0.03886235281948197,Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7);Hemoglobin-like flavoprotein (Hmp) (PDB:3OZU),Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7),,Methyl-accepting chemotaxis protein (MCP) signalling domain;Globin
GC_00012187,accessory,7,2.621376379192477,2.787186155355049,0.9479942436853972,2.9400876365236757,0.0032811942815655225,0.03985952792615141,GC_00012187,,,
GC_00047838,accessory,1,2.423116036383692,2.7428425389637034,0.9562950760877962,2.8681968647006677,0.004128185783135214,0.04591507845392252,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)",,"Tetracyclin repressor-like, C-terminal domain"
GC_00014361,accessory,6,4.266216536021117,2.6602590898492657,0.9383521955696017,2.8350326267787187,0.004582100581345664,0.048466587943648415,Predicted dinucleotide-binding enzyme (PDB:2VNS),Predicted dinucleotide-binding enzyme (PDB:2VNS),8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40],NADP oxidoreductase coenzyme F420-dependent
GC_00008336,accessory,11,3.1623413444173045,2.5605457376645573,0.8526629368773516,3.00299875475046,0.0026733352527342014,0.03629843525753461,Family of unknown function (DUF6516),,,Family of unknown function (DUF6516)
GC_00003666,accessory,39,2.6913403915727065,2.456994252546031,0.8212358247857012,2.9918254640038087,0.0027731476062005656,0.03667769533143968,"Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family (Ccc1) (PDB:6IU3)","Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family (Ccc1) (PDB:6IU3)",vacuolar iron transporter family protein,VIT family
GC_00012609,accessory,7,2.7675160280116877,2.456041398628655,0.8110491889029954,3.0282274271806306,0.002459928805997163,0.03504213819261107,GC_00012609,,,
GC_00016672,accessory,4,2.5433403107053985,2.422570227278346,0.8487306557062655,2.854345145884262,0.004312565041953777,0.047347957004124905,Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7),Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7),methyl-accepting chemotaxis protein,Methyl-accepting chemotaxis protein (MCP) signalling domain
GC_00004345,accessory,31,3.5774156156987007,2.4074660029456423,0.770205757354782,3.125743971603012,0.001773558873774727,0.02856658985996758,GC_00004345,,,
GC_00009716,accessory,11,3.225789130678321,2.4063260807427556,0.7389443175167044,3.2564376282497887,0.0011281971445462988,0.022704679153372126,"Uncharacterized conserved protein, DUF4415 family","Uncharacterized conserved protein, DUF4415 family",,BrnA antitoxin of type II toxin-antitoxin system
GC_00004344,accessory,29,3.134630134855734,2.3709270558928024,0.7562423912357424,3.135141699764509,0.0017177111868305298,0.02802549640545712,"DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)","DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)","RNA polymerase sigma-70 factor, ECF subfamily","Sigma-70, region 4"
GC_00005883,accessory,15,2.8876847147223788,2.3541286972711633,0.827524584111716,2.844784000946799,0.004444154827736932,0.047681409851446095,Small-conductance mechanosensitive channel (MscS) (PDB:2OAU),Small-conductance mechanosensitive channel (MscS) (PDB:2OAU),,"Mechanosensitive ion channel, beta-domain"
GC_00008128,accessory,14,2.8391196281124236,2.281054002000555,0.7800239664324592,2.9243383539011645,0.0034518931054575326,0.0411540192000299,GC_00008128,,,
GC_00004131,accessory,35,3.5967355133094867,2.280779172379512,0.7737676293903275,2.9476280549195364,0.0032022209475777094,0.03932185089437633,"Multisubunit Na+/H+ antiporter, MnhC subunit (MnhC) (PDB:6CFW)","Multisubunit Na+/H+ antiporter, MnhC subunit (MnhC) (PDB:6CFW)",multicomponent Na+:H+ antiporter subunit C,NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
GC_00005902,accessory,19,3.0213915038824184,2.2682633273193797,0.7423740076385499,3.0554185679730335,0.0022474662468951636,0.03302837733848795,Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2),Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2),beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87],Peptidase family M20/M25/M40
GC_00007662,accessory,15,3.4381133354214217,2.2304177047458085,0.7491719309301714,2.977177350967385,0.0029091567090568328,0.03754652475646729,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),toxin ParE1/3/4,"ParE toxin of type II toxin-antitoxin system, parDE"
GC_00005137,accessory,19,3.52408747220662,2.224417273657192,0.6777879035719844,3.281878094805727,0.001031181750882964,0.021723299502532066,Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),transposase,Transposase
GC_00011736,accessory,8,2.8582394318241096,2.222952362131383,0.7829202820977481,2.8393086920359614,0.004521139608125896,0.048134750749340365,GC_00011736,,,
GC_00004248,accessory,29,3.323514105811221,2.178416260212945,0.6860307511748289,3.175391564419529,0.0014963443517765516,0.026231174477048428,Cytochrome b561 (CybB) (PDB:5OC0),Cytochrome b561 (CybB) (PDB:5OC0),superoxide oxidase [EC:1.10.3.17],Prokaryotic cytochrome b561
GC_00008907,accessory,7,3.3682370960228307,2.163863070291733,0.6816566212596458,3.174418032194994,0.0015013728918229958,0.026262724950727415,Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z),Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z),integration host factor subunit beta,Bacterial DNA-binding protein
GC_00003078,accessory,60,3.883264398172779,2.134792449679281,0.6496368073021211,3.286132229091002,0.0010157331624454026,0.02163284172351946,"Uncharacterized conserved protein, cupin superfamily","Uncharacterized conserved protein, cupin superfamily",cupin 2 domain-containing protein,Cupin domain
GC_00007117,accessory,17,3.6381807116343916,2.039796824235365,0.6500406729300913,3.137952606935928,0.0017013238305107162,0.027956703105806394,GC_00007117,,,
GC_00011427,accessory,8,3.4713769241975347,1.9204778002612162,0.6623382959869663,2.8995421401679122,0.003737081071970365,0.043178149771884874,GC_00011427,,,
GC_00008801,accessory,11,3.194084243592507,1.9057077841657695,0.6607691233857924,2.884075112954567,0.0039256510602384866,0.04465908492864315,GC_00008801,,,
GC_00005659,accessory,12,7.553067427121756,1.879766535488942,0.500541703798844,3.7554643723440395,1.7302037385920555e-4,0.007579890657992202,"CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)","CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",putative transposase,DDE superfamily endonuclease
GC_00008794,accessory,13,3.8144877384983897,1.8560103524521452,0.6051327292263622,3.067112821388755,0.002161372622479057,0.03237680462475994,GC_00008794,,,
GC_00011005,accessory,9,4.037892563571758,1.8212144657661635,0.5941198972200923,3.0653988770409635,0.002173798731668283,0.03250308618270187,GC_00011005,,,
GC_00007892,accessory,15,3.8780412981069583,1.8169185516306798,0.6085410396598044,2.985696006051458,0.0028293375215916188,0.03701953340530691,GC_00007892,,,
GC_00002918,accessory,51,4.684130106317636,1.732834704699707,0.5170967349142113,3.351084212487229,8.049581935439039e-4,0.018830057071905573,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)","ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)",peptide/nickel transport system permease protein,Binding-protein-dependent transport system inner membrane component
GC_00003900,accessory,40,3.88883145950376,1.7116486234362414,0.578454510890017,2.9590029833161444,0.0030863611348515133,0.03863410664844809,"Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family (AllD) (PDB:1NXU)","Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family (AllD) (PDB:1NXU)",hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-],Malate/L-lactate dehydrogenase
GC_00006873,accessory,17,4.510997795629004,1.6524364768905084,0.556376579190438,2.969996471265747,0.002978031698436269,0.038027173995416975,GC_00006873,,,
GC_00008965,accessory,11,10.412621828383799,1.6420143580608755,0.54194339514423,3.0298632159247525,0.0024466451798753398,0.034983559399723835,"Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids) (YajL) (PDB:5SY4) (PUBMED:19028889;28596309;26678554)|Catalase (KatE) (PDB:6RJR)","Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids) (YajL) (PDB:5SY4) (PUBMED:19028889;28596309;26678554)|Catalase (KatE) (PDB:6RJR)",catalase [EC:1.11.1.6],Catalase
GC_00004397,accessory,31,4.981775152049816,1.6238362673792326,0.5058915066145275,3.209850820082144,0.0013280387677868555,0.024748105023859015,GC_00004397,,,
GC_00006257,accessory,18,3.918917633270403,1.6097625970314389,0.5578975479849396,2.8854089838639947,0.003909054735003637,0.04459502274126169,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",,LysR substrate binding domain
GC_00012978,accessory,5,5.163528379412377,1.5990919792528626,0.5021093272247041,3.184748604634537,0.0014487980826716415,0.0259913081603449,Uncharacterized membrane protein,Uncharacterized membrane protein,,Protein of unknown function (DUF1003)
GC_00005461,accessory,22,5.451435117633388,1.5557610999107268,0.5016817824092402,3.101091477628413,0.0019280871591193438,0.02992950563411592,GC_00005461,,,
GC_00011910,accessory,8,4.717000408166599,1.5030410689402525,0.49930096915429967,3.0102907100021383,0.0026099775058928973,0.03586073823130545,Ferritin-like domain,,,Ferritin-like domain
GC_00005101,accessory,25,4.302944322363054,1.4663966556140922,0.5119656862028507,2.864247927414959,0.004180007002402314,0.046321766972125915,"ABC-type molybdate transport system, periplasmic Mo-binding protein ModA (ModA) (PDB:1AMF)","ABC-type molybdate transport system, periplasmic Mo-binding protein ModA (ModA) (PDB:1AMF)",molybdate transport system substrate-binding protein,Bacterial extracellular solute-binding protein
GC_00002275,accessory,87,5.218666269700208,1.4527952128832844,0.49259140656577594,2.9492906159524974,0.0031850431486429207,0.03931280875730124,Uncharacterized Zn-ribbon-containing protein (PhnA) (PDB:2AKK),Uncharacterized Zn-ribbon-containing protein (PhnA) (PDB:2AKK),protein PhnA,PhnA domain
GC_00006717,accessory,9,6.872902119588372,1.4364209897395335,0.43631358247892515,3.2921757364931805,9.94154684073658e-4,0.02141109333581436,GC_00006717,,,
GC_00004598,accessory,23,5.540080300886253,1.422804657175156,0.47009352992345077,3.0266416502410554,0.0024728692720999146,0.03510352296555097,"Putative Actinobacterial Holin-X, holin superfamily III",,,"Putative Actinobacterial Holin-X, holin superfamily III"
GC_00005854,accessory,21,4.434318421164929,1.403527617408334,0.4939467812824286,2.841455133616562,0.004490817048731543,0.047937409283966365,GC_00005854,,,
GC_00002950,accessory,57,8.417929387259932,1.367723268415113,0.4362525650936995,3.1351638428105284,0.0017175815293802878,0.02802549640545712,Na+/H+-dicarboxylate symporter (GltP) (PDB:1XFH),Na+/H+-dicarboxylate symporter (GltP) (PDB:1XFH),aerobic C4-dicarboxylate transport protein,Sodium:dicarboxylate symporter family
GC_00005525,accessory,16,5.285426292954902,1.3652168855826785,0.46057414870169444,2.964163076523222,0.0030350739881629374,0.0383392728119256,Site-specific recombinase XerD (XerD) (PDB:1A0P),Site-specific recombinase XerD (XerD) (PDB:1A0P),,Phage integrase family
GC_00002109,accessory,50,15.699776057991185,1.348431897771773,0.37676318538432935,3.5789905969614892,3.449238767550943e-4,0.011222443254103749,"ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)","ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)",,ABC transporter
GC_00004055,accessory,35,6.595988506405452,1.3111463072613898,0.430768341802442,3.043738780280898,0.00233657930311528,0.03387831738242369,"Alkylhydroperoxidase family enzyme, contains CxxC motif (YciW) (PDB:1GU9)","Alkylhydroperoxidase family enzyme, contains CxxC motif (YciW) (PDB:1GU9)",,Carboxymuconolactone decarboxylase family
GC_00004107,accessory,26,6.3379503668272505,1.2496618670083701,0.4395345983281303,2.843147892706838,0.004467033701940194,0.047784788249273444,Transposase,Transposase,transposase,IS66 Orf2 like protein
GC_00011697,accessory,6,8.021470393088649,1.2448872137716374,0.41530621545475715,2.9975164527901303,0.0027218916610805286,0.0364742450926343,Ferritin-like metal-binding protein YciE (YciE) (PDB:2GS4),Ferritin-like metal-binding protein YciE (YciE) (PDB:2GS4),,Domain of unknown function (DUF892)
GC_00002230,core,80,7.000894879160077,1.2439262002560247,0.397915539212934,3.1261061146706575,0.0017713762136887252,0.02856658985996758,"Magnesium uptake protein YhiD/SapB, involved in acid resistance (SapB) (PUBMED:19798051)","Magnesium uptake protein YhiD/SapB, involved in acid resistance (SapB) (PUBMED:19798051)",putative Mg2+ transporter-C (MgtC) family protein,MgtC family
GC_00001949,core,101,21.823099957214808,1.2294899206860286,0.3764793600782268,3.265756509017012,0.0010917207883622145,0.022424386092268316,Nitrogenase ATPase subunit NifH/coenzyme F430 biosynthesis subunit CfbC (NifH/CfbC) (PDB:1CP2) (PUBMED:28225763),Nitrogenase ATPase subunit NifH/coenzyme F430 biosynthesis subunit CfbC (NifH/CfbC) (PDB:1CP2) (PUBMED:28225763),light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7],"4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family"
